id,user_id,timestamp,time,model_reweight_c,month,date,week,template,keyword
IyK8pjm28,f163de7dbb2bc192,2020-03-15 18:17:00,Fast,-1,2020-03,2020-03-15,11,[time][fast],转眼
IyRcHlMro,fccc3846728cc4a2,2020-03-16 12:17:00,Fast,1,2020-03,2020-03-16,12,[time]过[de]快,转眼
IyS29fdPq,f02ff02fdf2aad65,2020-03-16 14:24:00,Fast,-1,2020-03,2020-03-16,12,[time][pass],转眼
IyVz9CkUt,c507eb8f18b9a54e,2020-03-16 23:23:00,Fast,0,2020-03,2020-03-16,12,[time][pass],转眼
IyZxC9MZ0,cdd77ac63e749d64,2020-03-17 09:30:00,Fast,1,2020-03,2020-03-17,12,[time][fast],过太快
IyZzCwL2R,778906063d0f8238,2020-03-17 09:35:00,Fast,0,2020-03,2020-03-17,12,[time][fast],时间飞逝
Iz3j7cwT6,ead7de4f08f8a1d8,2020-03-17 19:06:00,Fast,0,2020-03,2020-03-17,12,[time][pass],时光荏苒
Iz4841sMo,568dc1047ed6d457,2020-03-17 21:11:00,Fast,1,2020-03,2020-03-17,12,[time][fast],转眼
Iz4pqcIuo,370e1b3bc4477118,2020-03-17 21:54:00,Fast,1,2020-03,2020-03-17,12,[time]过[de]快,转眼
Iz5XdySwb,5a493d16dc22fc51,2020-03-18 01:50:00,Fast,0,2020-03,2020-03-18,12,[time][fast],转眼
Iz9yxrJpj,5c9f4c4945e75463,2020-03-18 11:00:00,Fast,0,2020-03,2020-03-18,12,[time][fast],转瞬即逝
IzcLhqxWS,49a04fb1dd76c493,2020-03-18 19:10:00,Fast,-1,2020-03,2020-03-18,12,[time][fast],过太快
IzdTIw4Bx,9422e8f1b6af3ff3,2020-03-18 22:03:00,Fast,0,2020-03,2020-03-18,12,[time]过[de]快,转眼
IzeeElOHB,3286368af4b452c0,2020-03-18 22:55:00,Fast,0,2020-03,2020-03-18,12,[time]过[de]快,转眼
IzeFq5DqN,2c88c3ca5925d194,2020-03-19 00:01:00,Fast,-1,2020-03,2020-03-19,12,[time][fast],转眼
IzhU2gFT0,186fb0a7d3b9f0d7,2020-03-19 08:15:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,转眼
IzlAH3Lou,398b7f3fcfce0184,2020-03-19 17:38:00,Fast,-1,2020-03,2020-03-19,12,[time][pass],转眼
IzmpC8vGV,29e22313aa78fe61,2020-03-19 19:44:00,Fast,-1,2020-03,2020-03-19,12,[time][pass],转眼
Izo2FaJpd,3fe4925e4a24ab26,2020-03-19 23:53:00,Fast,1,2020-03,2020-03-19,12,[time]过[de]快,转眼
IzoxSAh6E,886f8c5dc1c2e503,2020-03-20 01:10:00,Fast,1,2020-03,2020-03-20,12,[time][fast],转眼
IzvVYq89W,542ceaec34c80ea8,2020-03-20 19:58:00,Fast,1,2020-03,2020-03-20,12,[time]过[de]快,转眼
IzyWRwynh,09c3bd5e3cd22493,2020-03-21 03:39:00,Fast,1,2020-03,2020-03-21,12,[hope][time][adj],时间飞逝
IzCeoyLwA,5f16fe9286b5a5b2,2020-03-21 12:00:00,Fast,1,2020-03,2020-03-21,12,[time][fast],转眼
IzGL3rxz7,79ef5b8b69b7bef1,2020-03-21 23:32:00,Fast,1,2020-03,2020-03-21,12,[time]过[de]快,时间飞逝
IzH0KyKXe,65b0197654a94916,2020-03-22 00:10:00,Fast,1,2020-03,2020-03-22,12,[time]过[de]快,转眼
IzI5quNqb,ec67094b306f8a32,2020-03-22 02:55:00,Fast,0,2020-03,2020-03-22,12,[time]过[de]快,转眼
IzPN6spSF,861c8e5ec373ba15,2020-03-22 22:31:00,Fast,1,2020-03,2020-03-22,12,[time]过[de]快,转眼
IzQ1E2rtI,2c90a2f106d89675,2020-03-22 23:07:00,Fast,1,2020-03,2020-03-22,12,[time]过[de]快,转眼
IzQqh8Go2,c7b97377cfb17608,2020-03-23 00:08:00,Fast,1,2020-03,2020-03-23,13,[time]过[de]快,转眼
IzQsZxl8b,172b3b304fd963ca,2020-03-23 00:15:00,Fast,1,2020-03,2020-03-23,13,[words],转眼
IzSFOezCJ,e6933044c1faeeff,2020-03-23 05:52:00,Fast,-1,2020-03,2020-03-23,13,[time]过[de]快,转眼
IzTXW1bUi,713c9f8238673c49,2020-03-23 09:09:00,Fast,1,2020-03,2020-03-23,13,[time][fast],转眼
IzVetpBKa,d108e86989321a18,2020-03-23 12:23:00,Fast,0,2020-03,2020-03-23,13,[time]过[de]快,转眼
IzVDt1EIh,013e138054798312,2020-03-23 13:24:00,Fast,1,2020-03,2020-03-23,13,[time]过[de]快,转眼
IzVWr6ToD,7ab1daf69ef65ad5,2020-03-23 14:11:00,Fast,0,2020-03,2020-03-23,13,[time]过[de]快,转眼
IzYPV27pE,0d27d130fb12ffef,2020-03-23 21:33:00,Fast,-1,2020-03,2020-03-23,13,[time]过[de]快,转眼
IzZsQgmDp,af9526f3d7fd9246,2020-03-23 23:09:00,Fast,0,2020-03,2020-03-23,13,[time]过[de]快,转眼
IzZMat95E,5f35aae237565f79,2020-03-23 23:57:00,Fast,1,2020-03,2020-03-23,13,[time]过[de]快,转眼
IA3NDssjA,e204de0c81b55392,2020-03-24 10:11:00,Fast,0,2020-03,2020-03-24,13,[time][pass],转眼
IA5wMF0VY,12d7fac53e3a2687,2020-03-24 14:35:00,Fast,0,2020-03,2020-03-24,13,[time][pass],转眼
IA86qwM67,657f0c51be52a3f4,2020-03-24 21:08:00,Fast,-1,2020-03,2020-03-24,13,[time][fast],转瞬即逝
IA8y2hNdY,699880fe713319df,2020-03-24 22:16:00,Fast,0,2020-03,2020-03-24,13,[time][pass],转眼
IAc4bxffI,a15ae3b9749b2725,2020-03-25 07:14:00,Fast,0,2020-03,2020-03-25,13,[time]过[de]快,转眼
IAc5V8yd1,a1d131ea78b18414,2020-03-25 07:18:00,Fast,0,2020-03,2020-03-25,13,[words],白驹过隙
IAhFwqeDM,a911880b8a12d925,2020-03-25 21:30:00,Fast,1,2020-03,2020-03-25,13,[time]过[de]快,转眼
IAhSqksht,d98af4c93b8c8439,2020-03-25 22:01:00,Fast,1,2020-03,2020-03-25,13,[time][fast],转眼
IAhZXbXrF,43e43eacdad56f9a,2020-03-25 22:20:00,Fast,0,2020-03,2020-03-25,13,[time][fast],转眼
IArEbmZrf,23878f324a693258,2020-03-26 22:54:00,Fast,1,2020-03,2020-03-26,13,[time][fast],转眼
IAs3V1DGb,3edfe64076d5f4a6,2020-03-26 23:57:00,Fast,1,2020-03,2020-03-26,13,[time]过[de]快,转眼
IAsho59mL,4a33e97821c8304d,2020-03-27 00:30:00,Fast,0,2020-03,2020-03-27,13,[words],转眼
IAxep7pBw,a33b68f8c7da6b12,2020-03-27 13:07:00,Fast,1,2020-03,2020-03-27,13,[time]过[de]快,转眼
IAyqf6VxN,581c5535e4702e25,2020-03-27 16:09:00,Fast,0,2020-03,2020-03-27,13,[words],转眼
IAyLm9WK9,1079abf3fb24b8fb,2020-03-27 17:01:00,Fast,-1,2020-03,2020-03-27,13,[time]过[de]快,转眼
IAAtnDEwG,bd5d07547f440e31,2020-03-27 21:22:00,Fast,1,2020-03,2020-03-27,13,[time]过[de]快,转眼
IAAuHv57S,a8620b293ce7ce2d,2020-03-27 21:25:00,Fast,1,2020-03,2020-03-27,13,[time]过[de]快,转眼
IAAuUuIB0,68a08b934ec2ada9,2020-03-27 21:26:00,Fast,-1,2020-03,2020-03-27,13,[time]过[de]快,转眼
IAAZvAvRf,ac94a8e64645fbff,2020-03-27 22:41:00,Fast,1,2020-03,2020-03-27,13,[time]过[de]快,转眼
IABmspvGM,5d3fcabcc8e85026,2020-03-27 23:38:00,Fast,1,2020-03,2020-03-27,13,[words],转眼
IAF4hAKMe,b73cbaf61d522a0a,2020-03-28 09:04:00,Fast,-1,2020-03,2020-03-28,13,[time]过[de]快,转眼
IAHMRa21K,fe904c6561a9c9f1,2020-03-28 15:59:00,Fast,1,2020-03,2020-03-28,13,[time][fast],转眼
IAJft3q1P,912c5341cbdcd57b,2020-03-28 19:42:00,Fast,0,2020-03,2020-03-28,13,[time][pass],转眼
IAJZdb89p,40f745ac91d7ad8e,2020-03-28 21:35:00,Fast,1,2020-03,2020-03-28,13,[time][fast],转眼
IAKVT21CT,141a0a7c257bb7b0,2020-03-29 00:00:00,Fast,1,2020-03,2020-03-29,13,[time]过[de]快,转眼
IAL734fHF,21a034b34c3419da,2020-03-29 00:27:00,Fast,-1,2020-03,2020-03-29,13,[time]过[de]快,转眼
IAL7Tk2mK,27bd9c97cb461bf0,2020-03-29 00:29:00,Fast,1,2020-03,2020-03-29,13,[words],转眼
IALbtwEb9,0f538bc508e50d14,2020-03-29 00:38:00,Fast,-1,2020-03,2020-03-29,13,[time]过[de]快,转眼
IALEt25jy,4aea31df7cd88654,2020-03-29 01:49:00,Fast,1,2020-03,2020-03-29,13,[time][fast],转眼
IANYEhgPE,46e3a5776626dc4b,2020-03-29 07:45:00,Fast,0,2020-03,2020-03-29,13,[time]过[de]快,转眼
IATox3Jvm,087e5e544f279729,2020-03-29 21:32:00,Fast,1,2020-03,2020-03-29,13,[words],转眼
IATCabKVZ,6bbed1e6a9aeb658,2020-03-29 22:06:00,Fast,0,2020-03,2020-03-29,13,[words],转眼
IATOGq5db,9299d9729711a7ae,2020-03-29 22:37:00,Fast,0,2020-03,2020-03-29,13,[time]过[de]快,转眼
IAUcIzArw,afda61d2e290a5b0,2020-03-29 23:36:00,Fast,0,2020-03,2020-03-29,13,[time]过[de]快,转眼
IAWUIn4Mc,1cacf6833b6cf2c1,2020-03-30 06:30:00,Fast,-1,2020-03,2020-03-30,14,[time]过[de]快,转眼
IAXB512p7,65cb2d5dddb6fa20,2020-03-30 08:14:00,Fast,-1,2020-03,2020-03-30,14,[time][fast],转眼
IB13quGzA,ccbae89c867bb5c9,2020-03-30 17:02:00,Fast,0,2020-03,2020-03-30,14,[words],转眼
IB1hpqlvM,2a915670b2c7f734,2020-03-30 17:37:00,Fast,1,2020-03,2020-03-30,14,[time][pass],转眼
IB305qOxJ,7f8852dfd856fd4b,2020-03-30 21:59:00,Fast,1,2020-03,2020-03-30,14,[time]过[de]快,转眼
IB6Y4ncee,2cf6ded44551af4c,2020-03-31 08:05:00,Fast,1,2020-03,2020-03-31,14,[time]过[de]快,转眼
IB78Lb6pp,7ebcf68ea13e1117,2020-03-31 08:32:00,Fast,-1,2020-03,2020-03-31,14,[time][fast],转眼
IB7narkvQ,a78d2d3e9c8bcaaf,2020-03-31 09:07:00,Fast,1,2020-03,2020-03-31,14,[time]过[de]快,转眼
IB7nCtKZK,a78d2d3e9c8bcaaf,2020-03-31 09:08:00,Fast,1,2020-03,2020-03-31,14,[time][pass],转眼
IB7AkBK8R,3b03a9d0704fac1e,2020-03-31 09:40:00,Fast,1,2020-03,2020-03-31,14,[time][fast],转眼
IB7UWAQNP,03b2c64d05644373,2020-03-31 10:30:00,Fast,1,2020-03,2020-03-31,14,[time]过[de]快,转眼
IB8dpCNAF,67f1846dd581ef60,2020-03-31 11:16:00,Fast,1,2020-03,2020-03-31,14,[time]过[de]快,转眼
IB8Ml1W4q,763bcc0e5e5c575d,2020-03-31 12:42:00,Fast,1,2020-03,2020-03-31,14,[time][fast],转眼
IB9kd5RUm,55a00a2343f79a7c,2020-03-31 14:05:00,Fast,0,2020-03,2020-03-31,14,[words],时光荏苒
IB9Awu7fI,b6f2634656a0dd24,2020-03-31 14:46:00,Fast,1,2020-03,2020-03-31,14,[time][fast],时光飞逝
IBaksbtKH,e42b0499d6fc02fa,2020-03-31 16:39:00,Fast,0,2020-03,2020-03-31,14,[time]过[de]快,转眼
IBarRo8Oc,1309385e90c4c6db,2020-03-31 16:57:00,Fast,1,2020-03,2020-03-31,14,[time]过[de]快,转眼
IBaUpF1KM,a0a2032cf80f23ee,2020-03-31 18:07:00,Fast,0,2020-03,2020-03-31,14,[time][pass],转眼
IBbsSm6jk,6c302733ebedc8b3,2020-03-31 19:32:00,Fast,-1,2020-03,2020-03-31,14,[time]过[de]快,转眼
IBcId1Ykx,467b50ee5c4b2300,2020-03-31 22:43:00,Fast,1,2020-03,2020-03-31,14,[time]过[de]快,转眼
IBdZFaPvN,13940a5d4bb74210,2020-04-01 01:59:00,Fast,-1,2020-04,2020-04-01,14,[time][fast],转眼
IBgillpc1,9ea8d1277ee48d30,2020-04-01 07:50:00,Fast,0,2020-04,2020-04-01,14,[time][pass],转眼
IBgiXpLsR,2f71b130f94c2d88,2020-04-01 07:52:00,Fast,0,2020-04,2020-04-01,14,[time]过[de]快,转眼
IBgUNCTHx,67517c3fb8d66d48,2020-04-01 09:25:00,Fast,1,2020-04,2020-04-01,14,[time]过[de]快,转眼
IBhmKEsxY,56ee32c52989675c,2020-04-01 10:34:00,Fast,-1,2020-04,2020-04-01,14,[time][fast],转眼
IBhxflGPA,438d084d82e0b407,2020-04-01 11:00:00,Fast,0,2020-04,2020-04-01,14,[time][fast],转眼
IBlgFgXgG,69b04023bc2bb18d,2020-04-01 20:30:00,Fast,0,2020-04,2020-04-01,14,[time][pass],转眼
IBlrUBzXl,70889e16f84ab1be,2020-04-01 20:57:00,Fast,0,2020-04,2020-04-01,14,[words],转眼
IBlJfnYG6,09d802d59e67fcff,2020-04-01 21:40:00,Fast,-1,2020-04,2020-04-01,14,[time]过[de]快,转眼
IBnln3Q5s,e0d11812a7a15157,2020-04-02 01:47:00,Fast,-1,2020-04,2020-04-02,14,[time]过[de]快,转眼
IBnuEnROU,afe3ed91d75f4687,2020-04-02 02:10:00,Fast,0,2020-04,2020-04-02,14,[time]过[de]快,转瞬即逝
IBom58MTc,884373a214f303e3,2020-04-02 04:21:00,Fast,-1,2020-04,2020-04-02,14,[time]过[de]快,转眼
IBqo0iy6K,e90890773e4eaa44,2020-04-02 09:31:00,Fast,1,2020-04,2020-04-02,14,[words],转眼
IBqZOtR8b,14a4281a8117019f,2020-04-02 11:05:00,Fast,0,2020-04,2020-04-02,14,[time]过[de]快,转眼
IBr6thdk7,22398288cba4fdee,2020-04-02 11:21:00,Fast,-1,2020-04,2020-04-02,14,[time][fast],过太快
IBrh1vHxL,d8c6a1ba65e9efaf,2020-04-02 11:47:00,Fast,1,2020-04,2020-04-02,14,[time]过[de]快,转眼
IBttYb9X0,dddaff449649cbac,2020-04-02 17:24:00,Fast,1,2020-04,2020-04-02,14,[time]过[de]快,转眼
IBtG9bl1A,b01e04bf22ab9a84,2020-04-02 17:54:00,Fast,1,2020-04,2020-04-02,14,[words],转眼
IBvzF5qAI,7de1e46a3fb4b83f,2020-04-02 22:44:00,Fast,0,2020-04,2020-04-02,14,[time]过[de]快,转眼
IBCKQF0Zf,aa7021b4b1de830a,2020-04-03 17:01:00,Fast,1,2020-04,2020-04-03,14,[time]过[de]快,转眼
IBD4h9yla,2eb23cda78f02f23,2020-04-03 17:49:00,Fast,-1,2020-04,2020-04-03,14,[time]过[de]快,转眼
IBEOyqmOC,6a70c9484e80cee1,2020-04-03 22:15:00,Fast,1,2020-04,2020-04-03,14,[hope][time][adj],岁月如梭&光阴似箭
IBEPVeK57,e5ee15689f3ea97d,2020-04-03 22:19:00,Fast,0,2020-04,2020-04-03,14,[time]过[de]快,转眼
IBETD9Jd2,1afa4f9cd2668fe1,2020-04-03 22:28:00,Fast,1,2020-04,2020-04-03,14,[time][fast],转眼
IBFgzjynq,926b7102d7421d97,2020-04-03 23:24:00,Fast,0,2020-04,2020-04-03,14,[time][fast],转眼
IBFU2Brd9,462811120f65ee3b,2020-04-04 01:02:00,Fast,0,2020-04,2020-04-04,14,[time]过[de]快,转瞬即逝
IBGtfozcC,239416098b8e9a53,2020-04-04 02:28:00,Fast,1,2020-04,2020-04-04,14,[time][fast],转眼
IBH29gowf,a8348d6d96551f82,2020-04-04 03:54:00,Fast,-1,2020-04,2020-04-04,14,[time][fast],转眼
IBILdu210,3e025253dca717d3,2020-04-04 08:18:00,Fast,0,2020-04,2020-04-04,14,[time]过[de]快,转眼
IBJ7Vdsls,8659a5c9189ab21d,2020-04-04 09:14:00,Fast,-1,2020-04,2020-04-04,14,[time]过[de]快,转眼
IBJfy0EhP,29f1189cc3ac0831,2020-04-04 09:33:00,Fast,-1,2020-04,2020-04-04,14,[time]过[de]快,转眼
IBJsWmXHl,b83788a3e69bd210,2020-04-04 10:06:00,Fast,0,2020-04,2020-04-04,14,[words],转眼
IBJM8huKq,535e5cc08ecd88db,2020-04-04 10:53:00,Fast,0,2020-04,2020-04-04,14,[words],转眼
IBJQr76dj,74c93cefc81b6a1a,2020-04-04 11:04:00,Fast,1,2020-04,2020-04-04,14,[time]过[de]快,转眼
IBNbY29dc,d7049c536495c3ae,2020-04-04 19:35:00,Fast,-1,2020-04,2020-04-04,14,[words],转眼
IBNcqFvzA,42a91ae5b495fc3e,2020-04-04 19:36:00,Fast,1,2020-04,2020-04-04,14,[time]过[de]快,转眼
IBO3fC31Z,1aaaa2b555b8ef18,2020-04-04 21:46:00,Fast,1,2020-04,2020-04-04,14,[time]过[de]快,转眼
IBO3IgvjB,58550cbf397c9656,2020-04-04 21:47:00,Fast,-1,2020-04,2020-04-04,14,[time]过[de]快,转眼
IBOyonVLf,67abbfce2952f4ae,2020-04-04 23:03:00,Fast,1,2020-04,2020-04-04,14,[time]过[de]快,转眼
IBPxypWo8,e8aa23e9c8b9cb1f,2020-04-05 01:34:00,Fast,1,2020-04,2020-04-05,14,[time]过[de]快,转眼
IBXb2nNBg,a7a9c9735a24fef8,2020-04-05 21:00:00,Fast,0,2020-04,2020-04-05,14,[time][pass],转眼
IBXkBoWgl,3cc391a1e9d232be,2020-04-05 21:24:00,Fast,1,2020-04,2020-04-05,14,[time][fast],转眼
IBXPI7rdL,7927bd346f8b6489,2020-04-05 22:40:00,Fast,1,2020-04,2020-04-05,14,[time][fast],转眼
IC2LfeVWo,16c0304ef80c9a9f,2020-04-06 11:13:00,Fast,1,2020-04,2020-04-06,15,[time]过[de]快,转瞬即逝
IC4x3lI0c,5209f60195e2e56f,2020-04-06 15:44:00,Fast,0,2020-04,2020-04-06,15,[time]过[de]快,转眼
